order,list,item,condition,target_num,comp_num,sentence,firstDisplay,secondDisplay,expTrials
66,3,1,4,plural,plural,The princes next to the cashiers are on Number 3.,E01_4_1.jpg,E01_4_2.jpg,Y
66,4,1,2,plural,singular,The princes next to the cashier are on Number 3.,E01_2_1.jpg,E01_2_2.jpg,Y
67,1,X48,9,singular,singular,"The baby is on Number 1, and she is on the same line as the calculator.",X48_9_1.jpg,X48_9_2.jpg,N
67,2,X48,9,singular,singular,"The baby is on Number 1, and she is on the same line as the calculator.",X48_9_1.jpg,X48_9_2.jpg,N
67,3,X48,9,singular,singular,"The baby is on Number 1, and she is on the same line as the calculator.",X48_9_1.jpg,X48_9_2.jpg,N
67,4,X48,9,singular,singular,"The baby is on Number 1, and she is on the same line as the calculator.",X48_9_1.jpg,X48_9_2.jpg,N
68,1,X01,9,plural,,The shells are on Number 6 and they are on the row below the basil and the oven.,X01_9_1.jpg,X01_9_2.jpg,N
68,2,X01,9,plural,,The shells are on Number 6 and they are on the row below the basil and the oven.,X01_9_1.jpg,X01_9_2.jpg,N
68,3,X01,9,plural,,The shells are on Number 6 and they are on the row below the basil and the oven.,X01_9_1.jpg,X01_9_2.jpg,N
68,4,X01,9,plural,,The shells are on Number 6 and they are on the row below the basil and the oven.,X01_9_1.jpg,X01_9_2.jpg,N
69,1,8,3,plural,plural,The hairdressers next to the brides are on Number 1.,E08_3_1.jpg,E08_3_2.jpg,Y
69,2,8,1,plural,singular,The hairdressers next to the bride are on Number 1.,E08_1_1.jpg,E08_1_2.jpg,Y
69,3,8,2,plural,singular,The hairdressers next to the groom are on Number 1.,E08_2_1.jpg,E08_2_2.jpg,Y
69,4,8,4,plural,plural,The hairdressers next to the grooms are on Number 1.,E08_4_1.jpg,E08_4_2.jpg,Y
70,1,X50,9,singular,,There is a CD on Number 5.,X50_9_1.jpg,X50_9_2.jpg,N
70,2,X50,9,singular,,There is a CD on Number 5.,X50_9_1.jpg,X50_9_2.jpg,N
70,3,X50,9,singular,,There is a CD on Number 5.,X50_9_1.jpg,X50_9_2.jpg,N
70,4,X50,9,singular,,There is a CD on Number 5.,X50_9_1.jpg,X50_9_2.jpg,N
71,1,X18,9,singular,,The bee is above the policeman and it is on Number 1.,X18_9_1.jpg,X18_9_2.jpg,N
71,2,X18,9,singular,,The bee is above the policeman and it is on Number 1.,X18_9_1.jpg,X18_9_2.jpg,N
71,3,X18,9,singular,,The bee is above the policeman and it is on Number 1.,X18_9_1.jpg,X18_9_2.jpg,N
71,4,X18,9,singular,,The bee is above the policeman and it is on Number 1.,X18_9_1.jpg,X18_9_2.jpg,N
72,1,30,4,plural,plural,The fortune-tellers below the boxers are on Number 5.,E30_4_1.jpg,E30_4_2.jpg,Y
72,2,30,2,plural,singular,The fortune-tellers below the boxer are on Number 5.,E30_2_1.jpg,E30_2_2.jpg,Y
72,3,30,3,plural,plural,The fortune-tellers below the ballerinas are on Number 5.,E30_3_1.jpg,E30_3_2.jpg,Y
72,4,30,1,plural,singular,The fortune-tellers below the ballerina are on Number 5.,E30_1_1.jpg,E30_1_2.jpg,Y
73,1,X05,9,plural,,There are drums and they are on Number 1.,X05_9_1.jpg,X05_9_2.jpg,N
73,2,X05,9,plural,,There are drums and they are on Number 1.,X05_9_1.jpg,X05_9_2.jpg,N
73,3,X05,9,plural,,There are drums and they are on Number 1.,X05_9_1.jpg,X05_9_2.jpg,N
73,4,X05,9,plural,,There are drums and they are on Number 1.,X05_9_1.jpg,X05_9_2.jpg,N
74,1,X47,9,singular,,There is a gift and it is on Number 5.,X47_9_1.jpg,X47_9_2.jpg,N
74,2,X47,9,singular,,There is a gift and it is on Number 5.,X47_9_1.jpg,X47_9_2.jpg,N
74,3,X47,9,singular,,There is a gift and it is on Number 5.,X47_9_1.jpg,X47_9_2.jpg,N
74,4,X47,9,singular,,There is a gift and it is on Number 5.,X47_9_1.jpg,X47_9_2.jpg,N
75,1,13,2,plural,singular,The countesses below the bellboy are on Number 5.,E13_2_1.jpg,E13_2_2.jpg,Y
75,2,13,4,plural,plural,The countesses below the bellboys are on Number 5.,E13_4_1.jpg,E13_4_2.jpg,Y
75,3,13,1,plural,singular,The countesses below the secretary are on Number 5.,E13_1_1.jpg,E13_1_2.jpg,Y
75,4,13,3,plural,plural,The countesses below the secretaries are on Number 5.,E13_3_1.jpg,E13_3_2.jpg,Y
76,1,X14,9,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N
76,2,X14,9,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N
76,3,X14,9,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N
76,4,X14,9,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N
77,1,X54,9,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N
77,2,X54,9,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N
77,3,X54,9,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N
77,4,X54,9,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N
78,1,29,4,plural,plural,The pilots next to the nurses are on Number 1.,E29_4_1.jpg,E29_4_2.jpg,Y
78,2,29,2,plural,singular,The pilots next to the nurse are on Number 1.,E29_2_1.jpg,E29_2_2.jpg,Y
78,3,29,3,plural,plural,The pilots next to the doctors are on Number 1.,E29_3_1.jpg,E29_3_2.jpg,Y
78,4,29,1,plural,singular,The pilots next to the doctor are on Number 1.,E29_1_1.jpg,E29_1_2.jpg,Y
79,1,X33,9,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N
79,2,X33,9,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N
79,3,X33,9,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N
79,4,X33,9,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N
80,1,X39,9,plural,,There are crowns and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N
80,2,X39,9,plural,,There are crowns and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N
80,3,X39,9,plural,,There are crowns and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N
80,4,X39,9,plural,,There are crowns and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N
81,1,6,3,plural,plural,The soldiers above the footballers are on Number 3.,E06_3_1.jpg,E06_3_2.jpg,Y
81,2,6,1,plural,singular,The soldiers above the footballer are on Number 3.,E06_1_1.jpg,E06_1_2.jpg,Y
81,3,6,4,plural,plural,The soldiers above the cheerleaders are on Number 3.,E06_4_1.jpg,E06_4_2.jpg,Y
81,4,6,2,plural,singular,The soldiers above the cheerleader are on Number 3.,E06_2_1.jpg,E06_2_2.jpg,Y
82,1,X35,9,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N
82,2,X35,9,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N
82,3,X35,9,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N
82,4,X35,9,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N
83,1,X60,9,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N
83,2,X60,9,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N
83,3,X60,9,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N
83,4,X60,9,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N
84,1,28,1,plural,singular,The witches below the florist are on Number 4.,E28_1_1.jpg,E28_1_2.jpg,Y
84,2,28,3,plural,plural,The witches below the florists are on Number 4.,E28_3_1.jpg,E28_3_2.jpg,Y
84,3,28,2,plural,singular,The witches below the firefighter are on Number 4.,E28_2_1.jpg,E28_2_2.jpg,Y
84,4,28,4,plural,plural,The witches below the firefighters are on Number 4.,E28_4_1.jpg,E28_4_2.jpg,Y
85,1,X37,9,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N
85,2,X37,9,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N
85,3,X37,9,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N
85,4,X37,9,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N
86,1,X42,9,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N
86,2,X42,9,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N
86,3,X42,9,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N
86,4,X42,9,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N
87,1,35,2,plural,singular,The waitresses above the priest are on Number 1.,E35_2_1.jpg,E35_2_2.jpg,Y
87,2,35,4,plural,plural,The waitresses above the priests are on Number 1.,E35_4_1.jpg,E35_4_2.jpg,Y
87,3,35,1,plural,singular,The waitresses above the nun are on Number 1.,E35_1_1.jpg,E35_1_2.jpg,Y
87,4,35,3,plural,plural,The waitresses above the nuns are on Number 1.,E35_3_1.jpg,E35_3_2.jpg,Y
88,1,X49,9,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N
88,2,X49,9,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N
88,3,X49,9,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N
88,4,X49,9,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N
89,1,X44,9,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N
89,2,X44,9,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N
89,3,X44,9,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N
89,4,X44,9,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N
90,1,32,3,plural,plural,The housekeepers above the cheerleaders are on Number 1.,E32_3_1.jpg,E32_3_2.jpg,Y
90,2,32,1,plural,singular,The housekeepers above the cheerleader are on Number 1.,E32_1_1.jpg,E32_1_2.jpg,Y
90,3,32,4,plural,plural,The housekeepers above the footballers are on Number 1.,E32_4_1.jpg,E32_4_2.jpg,Y
90,4,32,2,plural,singular,The housekeepers above the footballer are on Number 1.,E32_2_1.jpg,E32_2_2.jpg,Y
91,1,X63,9,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N
91,2,X63,9,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N
91,3,X63,9,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N
91,4,X63,9,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N
92,1,X57,9,singular,singular,The astronaut is on Number 3 and he is on the same line as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N
92,2,X57,9,singular,singular,The astronaut is on Number 3 and he is on the same line as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N
92,3,X57,9,singular,singular,The astronaut is on Number 3 and he is on the same line as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N
92,4,X57,9,singular,singular,The astronaut is on Number 3 and he is on the same line as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N
93,1,27,1,plural,singular,The bellboys next to the knight are on Number 2.,E27_1_1.jpg,E27_1_2.jpg,Y
93,2,27,3,plural,plural,The bellboys next to the knights are on Number 2.,E27_3_1.jpg,E27_3_2.jpg,Y
93,3,27,2,plural,singular,The bellboys next to the countess are on Number 2.,E27_2_1.jpg,E27_2_2.jpg,Y
93,4,27,4,plural,plural,The bellboys next to the countesses are on Number 2.,E27_4_1.jpg,E27_4_2.jpg,Y
94,1,X46,9,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N
94,2,X46,9,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N
94,3,X46,9,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N
94,4,X46,9,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N
95,1,X64,9,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N
95,2,X64,9,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N
95,3,X64,9,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N
95,4,X64,9,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N
96,1,17,4,plural,plural,The brides next to the barbers are on Number 4.,E17_4_1.jpg,E17_4_2.jpg,Y
96,2,17,2,plural,singular,The brides next to the barber are on Number 4.,E17_2_1.jpg,E17_2_2.jpg,Y
96,3,17,1,plural,singular,The brides next to the hairdresser are on Number 4.,E17_1_1.jpg,E17_1_2.jpg,Y
96,4,17,3,plural,plural,The brides next to the hairdressers are on Number 4.,E17_3_1.jpg,E17_3_2.jpg,Y
97,1,X71,9,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N
97,2,X71,9,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N
97,3,X71,9,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N
97,4,X71,9,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N
98,1,X68,9,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N
98,2,X68,9,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N
98,3,X68,9,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N
98,4,X68,9,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N
99,1,26,2,plural,singular,The boys above the grandmother are on Number 2.,E26_2_1.jpg,E26_2_2.jpg,Y
99,2,26,4,plural,plural,The boys above the grandmothers are on Number 2.,E26_4_1.jpg,E26_4_2.jpg,Y
99,3,26,3,plural,plural,The boys above the grandfathers are on Number 2.,E26_3_1.jpg,E26_3_2.jpg,Y
99,4,26,1,plural,singular,The boys above the grandfather are on Number 2.,E26_1_1.jpg,E26_1_2.jpg,Y
100,1,X29,9,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N
100,2,X29,9,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N
100,3,X29,9,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N
100,4,X29,9,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N
101,1,X45,9,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N
101,2,X45,9,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N
101,3,X45,9,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N
101,4,X45,9,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N
102,1,34,1,plural,singular,The nuns next to the waitress are on Number 3.,E34_1_1.jpg,E34_1_2.jpg,Y
102,2,34,3,plural,plural,The nuns next to the waitresses are on Number 3.,E34_3_1.jpg,E34_3_2.jpg,Y
102,3,34,2,plural,singular,The nuns next to the waiter are on Number 3.,E34_2_1.jpg,E34_2_2.jpg,Y
102,4,34,4,plural,plural,The nuns next to the waiters are on Number 3.,E34_4_1.jpg,E34_4_2.jpg,Y
103,1,X73,9,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N
103,2,X73,9,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N
103,3,X73,9,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N
103,4,X73,9,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N
104,1,X12,9,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N
104,2,X12,9,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N
104,3,X12,9,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N
104,4,X12,9,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N
105,1,33,3,plural,plural,The doctors below the pilots are on Number 6.,E33_3_1.jpg,E33_3_2.jpg,Y
105,2,33,1,plural,singular,The doctors below the pilot are on Number 6.,E33_1_1.jpg,E33_1_2.jpg,Y
105,3,33,4,plural,plural,The doctors below the stewardesses are on Number 6.,E33_4_1.jpg,E33_4_2.jpg,Y
105,4,33,2,plural,singular,The doctors below the stewardess are on Number 6.,E33_2_1.jpg,E33_2_2.jpg,Y
106,1,X23,9,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
106,2,X23,9,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
106,3,X23,9,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
106,4,X23,9,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
107,1,X76,9,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N
107,2,X76,9,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N
107,3,X76,9,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N
107,4,X76,9,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N
108,1,14,4,plural,plural,The sheriffs next to the ballerinas are on Number 6.,E14_4_1.jpg,E14_4_2.jpg,Y
108,2,14,2,plural,singular,The sheriffs next to the ballerina are on Number 6.,E14_2_1.jpg,E14_2_2.jpg,Y
108,3,14,3,plural,plural,The sheriffs next to the boxers are on Number 6.,E14_3_1.jpg,E14_3_2.jpg,Y
108,4,14,1,plural,singular,The sheriffs next to the boxer are on Number 6.,E14_1_1.jpg,E14_1_2.jpg,Y
109,1,X67,9,plural,singular,The tweezers are on Number 4 and they are on the same line as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N
109,2,X67,9,plural,singular,The tweezers are on Number 4 and they are on the same line as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N
109,3,X67,9,plural,singular,The tweezers are on Number 4 and they are on the same line as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N
109,4,X67,9,plural,singular,The tweezers are on Number 4 and they are on the same line as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N
110,1,X70,9,singular,singular,The prisoner is on Number 6 and he is on the row below the ice cream.,X70_9_1.jpg,X70_9_2.jpg,N
110,2,X70,9,singular,singular,The prisoner is on Number 6 and he is on the row below the ice cream.,X70_9_1.jpg,X70_9_2.jpg,N
110,3,X70,9,singular,singular,The prisoner is on Number 6 and he is on the row below the ice cream.,X70_9_1.jpg,X70_9_2.jpg,N
110,4,X70,9,singular,singular,The prisoner is on Number 6 and he is on the row below the ice cream.,X70_9_1.jpg,X70_9_2.jpg,N
111,1,12,2,plural,singular,The firefighters next to the witch are on Number 2.,E12_2_1.jpg,E12_2_2.jpg,Y
111,2,12,4,plural,plural,The firefighters next to the witches are on Number 2.,E12_4_1.jpg,E12_4_2.jpg,Y
111,3,12,1,plural,singular,The firefighters next to the wizard are on Number 2.,E12_1_1.jpg,E12_1_2.jpg,Y
111,4,12,3,plural,plural,The firefighters next to the wizards are on Number 2.,E12_3_1.jpg,E12_3_2.jpg,Y
112,1,X74,9,singular,,"On Number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
112,2,X74,9,singular,,"On Number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
112,3,X74,9,singular,,"On Number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
112,4,X74,9,singular,,"On Number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
113,1,X07,9,plural,,The nails are on Number 3 and they are next to the nymph.,X07_9_1.jpg,X07_9_2.jpg,N
113,2,X07,9,plural,,The nails are on Number 3 and they are next to the nymph.,X07_9_1.jpg,X07_9_2.jpg,N
113,3,X07,9,plural,,The nails are on Number 3 and they are next to the nymph.,X07_9_1.jpg,X07_9_2.jpg,N
113,4,X07,9,plural,,The nails are on Number 3 and they are next to the nymph.,X07_9_1.jpg,X07_9_2.jpg,N
114,1,X06,9,singular,singular,"On Number 4, there is a bouncer and he is next to the biscuit.",X06_9_1.jpg,X06_9_2.jpg,N
114,2,X06,9,singular,singular,"On Number 4, there is a bouncer and he is next to the biscuit.",X06_9_1.jpg,X06_9_2.jpg,N
114,3,X06,9,singular,singular,"On Number 4, there is a bouncer and he is next to the biscuit.",X06_9_1.jpg,X06_9_2.jpg,N
114,4,X06,9,singular,singular,"On Number 4, there is a bouncer and he is next to the biscuit.",X06_9_1.jpg,X06_9_2.jpg,N
115,1,23,1,plural,singular,The princesses next to the cashier are on Number 5.,E23_1_1.jpg,E23_1_2.jpg,Y
115,2,23,3,plural,plural,The princesses next to the cashiers are on Number 5.,E23_3_1.jpg,E23_3_2.jpg,Y
115,3,23,4,plural,plural,The princesses next to the bricklayers are on Number 5.,E23_4_1.jpg,E23_4_2.jpg,Y
115,4,23,2,plural,singular,The princesses next to the bricklayer are on Number 5.,E23_2_1.jpg,E23_2_2.jpg,Y
116,1,X75,9,singular,,"The lock is on Number 2, on the row above the doughnuts and penguins.",X75_9_1.jpg,X75_9_2.jpg,N
116,2,X75,9,singular,,"The lock is on Number 2, on the row above the doughnuts and penguins.",X75_9_1.jpg,X75_9_2.jpg,N
116,3,X75,9,singular,,"The lock is on Number 2, on the row above the doughnuts and penguins.",X75_9_1.jpg,X75_9_2.jpg,N
116,4,X75,9,singular,,"The lock is on Number 2, on the row above the doughnuts and penguins.",X75_9_1.jpg,X75_9_2.jpg,N
117,1,X11,9,singular,plural,The plant is on Number 4 and it is below the chickpeas.,X11_9_1.jpg,X11_9_2.jpg,N
117,2,X11,9,singular,plural,The plant is on Number 4 and it is below the chickpeas.,X11_9_1.jpg,X11_9_2.jpg,N
117,3,X11,9,singular,plural,The plant is on Number 4 and it is below the chickpeas.,X11_9_1.jpg,X11_9_2.jpg,N
117,4,X11,9,singular,plural,The plant is on Number 4 and it is below the chickpeas.,X11_9_1.jpg,X11_9_2.jpg,N
118,1,38,2,plural,singular,The knights above the secretary are on Number 2.,E38_2_1.jpg,E38_2_2.jpg,Y
118,2,38,4,plural,plural,The knights above the secretaries are on Number 2.,E38_4_1.jpg,E38_4_2.jpg,Y
118,3,38,1,plural,singular,The knights above the bellboy are on Number 2.,E38_1_1.jpg,E38_1_2.jpg,Y
118,4,38,3,plural,plural,The knights above the bellboys are on Number 2.,E38_3_1.jpg,E38_3_2.jpg,Y
119,1,X51,9,plural,singular,There are eagles and they are on Number 6.,X51_9_1.jpg,X51_9_2.jpg,N
119,2,X51,9,plural,singular,There are eagles and they are on Number 6.,X51_9_1.jpg,X51_9_2.jpg,N
119,3,X51,9,plural,singular,There are eagles and they are on Number 6.,X51_9_1.jpg,X51_9_2.jpg,N
119,4,X51,9,plural,singular,There are eagles and they are on Number 6.,X51_9_1.jpg,X51_9_2.jpg,N
120,1,X04,9,singular,singular,"Below the scooter, there is a singer and she is on Number 5.",X04_9_1.jpg,X04_9_2.jpg,N
120,2,X04,9,singular,singular,"Below the scooter, there is a singer and she is on Number 5.",X04_9_1.jpg,X04_9_2.jpg,N
120,3,X04,9,singular,singular,"Below the scooter, there is a singer and she is on Number 5.",X04_9_1.jpg,X04_9_2.jpg,N
120,4,X04,9,singular,singular,"Below the scooter, there is a singer and she is on Number 5.",X04_9_1.jpg,X04_9_2.jpg,N
121,1,X77,9,singular,singular,"There is a runner, on the same row as the zebra, and she is on Number 4.",X77_9_1.jpg,X77_9_2.jpg,N
121,2,X77,9,singular,singular,"There is a runner, on the same row as the zebra, and she is on Number 4.",X77_9_1.jpg,X77_9_2.jpg,N
121,3,X77,9,singular,singular,"There is a runner, on the same row as the zebra, and she is on Number 4.",X77_9_1.jpg,X77_9_2.jpg,N
121,4,X77,9,singular,singular,"There is a runner, on the same row as the zebra, and she is on Number 4.",X77_9_1.jpg,X77_9_2.jpg,N
122,1,21,3,plural,plural,The queens below the fairies are on Number 6.,E21_3_1.jpg,E21_3_2.jpg,Y
122,2,21,1,plural,singular,The queens below the fairy are on Number 6.,E21_1_1.jpg,E21_1_2.jpg,Y
122,3,21,2,plural,singular,The queens below the sailor are on Number 6.,E21_2_1.jpg,E21_2_2.jpg,Y
122,4,21,4,plural,plural,The queens below the sailors are on Number 6.,E21_4_1.jpg,E21_4_2.jpg,Y
123,1,X61,9,plural,,The hedgehog is on Number 3 and it is above the watermelons.,X61_9_1.jpg,X61_9_2.jpg,N
123,2,X61,9,plural,,The hedgehog is on Number 3 and it is above the watermelons.,X61_9_1.jpg,X61_9_2.jpg,N
123,3,X61,9,plural,,The hedgehog is on Number 3 and it is above the watermelons.,X61_9_1.jpg,X61_9_2.jpg,N
123,4,X61,9,plural,,The hedgehog is on Number 3 and it is above the watermelons.,X61_9_1.jpg,X61_9_2.jpg,N
124,1,X66,9,singular,,The rugby player is below the tomato and he is on Number 4.,X66_9_1.jpg,X66_9_2.jpg,N
124,2,X66,9,singular,,The rugby player is below the tomato and he is on Number 4.,X66_9_1.jpg,X66_9_2.jpg,N
124,3,X66,9,singular,,The rugby player is below the tomato and he is on Number 4.,X66_9_1.jpg,X66_9_2.jpg,N
124,4,X66,9,singular,,The rugby player is below the tomato and he is on Number 4.,X66_9_1.jpg,X66_9_2.jpg,N
125,1,X78,9,singular,,The sofa is on Number 3 and it is above the beekeeper.,X78_9_1.jpg,X78_9_2.jpg,N
125,2,X78,9,singular,,The sofa is on Number 3 and it is above the beekeeper.,X78_9_1.jpg,X78_9_2.jpg,N
125,3,X78,9,singular,,The sofa is on Number 3 and it is above the beekeeper.,X78_9_1.jpg,X78_9_2.jpg,N
125,4,X78,9,singular,,The sofa is on Number 3 and it is above the beekeeper.,X78_9_1.jpg,X78_9_2.jpg,N
126,1,20,4,plural,plural,The stewardesses next to the doctors are on Number 5.,E20_4_1.jpg,E20_4_2.jpg,Y
